ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,NBHD
R72603717 0016,35000,87370,122370,28000,93100,121100,47032PHE
R72603717 0017,28000,86540,114540,28000,92210,120210,47032PHE
R72603717 0018,28000,77210,105210,28000,97850,125850,47032PHE
R72603717 0019,35000,74500,109500,28000,92990,120990,47032PHE
R72603717 0020,35000,57400,92400,28000,92990,120990,47032PHE
R72603717 0021,28000,78860,106860,28000,82300,110300,47032PHE
R72603717 0022,28000,78400,106400,28000,81570,109570,47032PHE
R72603717 0023,28000,77210,105210,28000,87460,115460,47032PHE
R72603717 0024,28000,77210,105210,28000,97850,125850,47032PHE
R72603717 0025,28000,81920,109920,35000,63200,98200,47032PHE
R72603717 0026,28000,84730,112730,28000,96000,124000,47032PHE
R72603717 0027,28000,81620,109620,28000,91400,119400,47032PHE
R72603717 0028,28000,81620,109620,28000,91400,119400,47032PHE
R72603718 0001,35000,109920,144920,28000,124980,152980,47032PHE
R72603718 0002,35000,122590,157590,28000,133950,161950,47032PHE
R72603718 0003,35000,144410,179410,28000,145740,173740,47032PHE
R72603718 0004,35000,145760,180760,28000,145460,173460,47032PHE
R72603718 0005,35000,124210,159210,28000,127230,155230,47032PHE
R72603718 0006,35000,110690,145690,28000,114570,142570,47032PHE
R72603718 0007,35000,112560,147560,28000,122080,150080,47032PHE
R72603718 0008,35000,114120,149120,28000,116470,144470,47032PHE
R72603718 0009,35000,112620,147620,28000,126680,154680,47032PHE
R72603718 0010,0,0,0,0,0,0,47032PHE
R72603718 0011,35000,118160,153160,28000,144600,172600,47032PHE
R72603718 0012,35000,105550,140550,28000,113910,141910,47032PHE
R72603718 0013,35000,108730,143730,28000,149840,177840,47032PHE
R72603718 0014,35000,124360,159360,28000,128020,156020,47032PHE
R72603718 0015,35000,116220,151220,28000,133110,161110,47032PHE
R72603718 0016,38500,110110,148610,28000,120900,148900,47032PHE
R72603718 0017,38500,103530,142030,28000,151100,179100,47032PHE
R72603718 0018,35000,141170,176170,28000,151260,179260,47032PHE
R72603718 0019,35000,171700,206700,28000,190140,218140,47032PHE
R72603718 0020,38500,143120,181620,28000,139920,167920,47032PHE
R72603718 0021,35000,145270,180270,28000,148750,176750,47032PHE
R72603718 0022,35000,155150,190150,28000,173610,201610,47032PHE
R72603718 0023,0,0,0,0,0,0,47032PHE
R72603719 0001,35000,141740,176740,28000,140510,168510,47032PHE
R72603719 0002,35000,123800,158800,28000,125080,153080,47032PHE
R72603719 0003,35000,83120,118120,28000,105940,133940,47032PHE
R72603719 0004,35000,134930,169930,28000,133860,161860,47032PHE
R72603719 0005,35000,95110,130110,28000,115900,143900,47032PHE
R72603719 0006,35000,113760,148760,28000,121190,149190,47032PHE
R72603719 0007,35000,118960,153960,28000,143670,171670,47032PHE
R72603719 0008,35000,96460,131460,28000,115720,143720,47032PHE
R72603719 0009,35000,116240,151240,28000,128090,156090,47032PHE
R72603719 0010,35000,94690,129690,28000,111850,139850,47032PHE
R72603719 0011,35000,116590,151590,28000,125490,153490,47032PHE
R72603719 0012,35000,110690,145690,28000,126470,154470,47032PHE
R72603719 0013,35000,129840,164840,28000,144600,172600,47032PHE
R72603719 0014,35000,137550,172550,28000,168730,196730,47032PHE
R72603719 0015,35000,117910,152910,28000,123600,151600,47032PHE
R72603719 0016,35000,152570,187570,28000,152660,180660,47032PHE
R72603719 0017,35000,126390,161390,28000,148600,176600,47032PHE
R72603719 0018,35000,148820,183820,28000,156410,184410,47032PHE
R72603719 0019,35000,134390,169390,28000,164600,192600,47032PHE
R72603720 0001,35000,101500,136500,28000,117030,145030,47032PHE
R72603720 0002,35000,105700,140700,28000,118230,146230,47032PHE
R72603720 0003,35000,120110,155110,28000,130350,158350,47032PHE
R72603720 0004,35000,143950,178950,28000,183530,211530,47032PHE
R72603720 0005,35000,115980,150980,28000,120520,148520,47032PHE
R72603720 0006,35000,141500,176500,28000,142770,170770,47032PHE
R72603720 0007,35000,145560,180560,28000,147590,175590,47032PHE
R72603720 0008,35000,117820,152820,28000,149100,177100,47032PHE
R72603720 0009,35000,117680,152680,28000,129780,157780,47032PHE
R72603720 0010,35000,109870,144870,28000,123130,151130,47032PHE
R72603720 0011,35000,119020,154020,28000,147120,175120,47032PHE
R72603720 0012,35000,156700,191700,28000,153900,181900,47032PHE
R72603720 0013,35000,120710,155710,28000,127490,155490,47032PHE
R72603720 0014,35000,105750,140750,28000,123860,151860,47032PHE
R72603720 0015,35000,79480,114480,28000,99370,127370,47032PHE
R72603720 0016,35000,116080,151080,28000,131870,159870,47032PHE
R72603720 0017,35000,126760,161760,28000,131280,159280,47032PHE
R72603720 0018,35000,101170,136170,28000,120750,148750,47032PHE
R72603720 0019,35000,124750,159750,28000,133030,161030,47032PHE
R72603720 0020,35000,137860,172860,28000,142580,170580,47032PHE
R72603720 0021,35000,150750,185750,28000,159580,187580,47032PHE
R72603722 0001,40000,185390,225390,40250,239910,280160,47031PHE
R72603722 0002,40000,223550,263550,40250,288710,328960,47031PHE
R72603722 0003,40000,184720,224720,40250,227300,267550,47031PHE
R72603722 0004,40000,208800,248800,40250,265740,305990,47031PHE
R72603722 0005,40000,194710,234710,40250,208860,249110,47031PHE
R72603722 0006,40000,147640,187640,40250,172610,212860,47031PHE
R72603722 0007,40000,188790,228790,40250,219650,259900,47031PHE
R72603722 0008,40000,174110,214110,40250,207350,247600,47031PHE
R72603722 0009,40000,185740,225740,40250,218140,258390,47031PHE
R72603722 0010,40000,151720,191720,40250,225550,265800,47031PHE
R72603722 0011,40000,187900,227900,35000,205120,240120,47031PHE
R72603722 0012,40000,140950,180950,40250,186460,226710,47031PHE
R72603723 0001,40000,213220,253220,40250,233650,273900,47031PHE
R72603723 0002,9660,128490,138150,11110,113520,124630,47031PHE
R72603723 0003,40000,140320,180320,40250,155420,195670,47031PHE
R72603723 0004,40000,133350,173350,40250,155210,195460,47031PHE
R72603723 0005,40000,149420,189420,40250,196150,236400,47031PHE
R72603724 0001,40000,129590,169590,40250,140770,181020,47031PHE
R72603724 0002,40000,137120,177120,40250,149120,189370,47031PHE
R72603724 0003,40000,121100,161100,40250,141260,181510,47031PHE
R72603724 0004,40000,133980,173980,40250,153040,193290,47031PHE
R72603724 0005,40000,97160,137160,40250,116060,156310,47031PHE
R72603724 0006,44000,136230,180230,40250,152220,192470,47031PHE
R72603724 0007,44000,139870,183870,40250,158000,198250,47031PHE
R72603724 0008,44000,136490,180490,40250,152600,192850,47031PHE
R72603724 0009,44000,130920,174920,40250,148020,188270,47031PHE
R72603724 0010,40000,133390,173390,40250,146490,186740,47031PHE
R72603724 0011,40000,138670,178670,40250,164900,205150,47031PHE
R72603724 0012,40000,129850,169850,40250,145340,185590,47031PHE
R72603724 0013,40000,141490,181490,40250,171500,211750,47031PHE
R72603724 0014,40000,100930,140930,40250,124880,165130,47031PHE
R72603724 0015,40000,134380,174380,40250,146300,186550,47031PHE
R72603724 0016,40000,141930,181930,40250,152770,193020,47031PHE
R72603724 0017,40000,136620,176620,40250,153490,193740,47031PHE
R72603724 0018,40000,131880,171880,40250,147490,187740,47031PHE
R72603724 0019,0,0,0,0,0,0,47031PHE
R72603724 0020,40000,133270,173270,40250,144430,184680,47031PHE
R72603724 0021,40000,120550,160550,40250,133030,173280,47031PHE
R72603724 0022,40000,133400,173400,40250,150610,190860,47031PHE
R72603724 0023,40000,136040,176040,40250,163680,203930,47031PHE
R72603724 0024,40000,121940,161940,40250,134120,174370,47031PHE
R72603724 0025,40000,116240,156240,40250,133480,173730,47031PHE
R72603724 0026,40000,126780,166780,40250,159640,199890,47031PHE
R72603724 0027,40000,133740,173740,40250,152680,192930,47031PHE
R72603724 0028,40000,118850,158850,40250,133500,173750,47031PHE
R72603724 0029,40000,133250,173250,40250,134520,174770,47031PHE
R72603724 0030,40000,130940,170940,40250,142310,182560,47031PHE
R72603724 0031,40000,129860,169860,40250,148220,188470,47031PHE
R72603724 0032,40000,76530,116530,40250,143040,183290,47031PHE
R72603724 0033,40000,111980,151980,40250,123340,163590,47031PHE
R72603724 0034,40000,131830,171830,40250,141860,182110,47031PHE
R72603724 0035,40000,119380,159380,40250,131470,171720,47031PHE
R72603724 0036,40000,121460,161460,40250,135410,175660,47031PHE
R72603725 0001,40000,119170,159170,40250,136180,176430,47031PHE
R72603725 0002,40000,135510,175510,40250,149030,189280,47031PHE
R72603725 0003,40000,127880,167880,40250,143270,183520,47031PHE
R72603725 0004,40000,132810,172810,40250,153700,193950,47031PHE
R72603725 0005,40000,131480,171480,40250,152650,192900,47031PHE
R72603725 0006,40000,137040,177040,40250,153590,193840,47031PHE
R72603725 0007,40000,123610,163610,40250,147230,187480,47031PHE
R72603725 0008,40000,126130,166130,40250,141780,182030,47031PHE
R72603725 0009,40000,125550,165550,40250,145400,185650,47031PHE
R72603725 0010,40000,137170,177170,40250,156490,196740,47031PHE
R72603725 0011,40000,137900,177900,40250,156480,196730,47031PHE
R72603725 0012,40000,138550,178550,40250,177470,217720,47031PHE
R72603725 0013,40000,150910,190910,40250,186050,226300,47031PHE
R72603725 0014,40000,127200,167200,40250,148320,188570,47031PHE
R72603725 0015,40000,120880,160880,40250,131890,172140,47031PHE
R72603725 0016,40000,137130,177130,40250,153680,193930,47031PHE
R72603725 0017,40000,145600,185600,40250,156500,196750,47031PHE
R72603725 0018,40000,133470,173470,40250,144940,185190,47031PHE
R72603725 0019,40000,130440,170440,40250,150800,191050,47031PHE
R72603725 0020,40000,144040,184040,40250,154130,194380,47031PHE
R72603725 0021,40000,136850,176850,40250,158540,198790,47031PHE
R72603725 0022,40000,122110,162110,40250,177940,218190,47031PHE
R72603725 0023,40000,155520,195520,40250,150210,190460,47031PHE
R72603725 0024,40000,115830,155830,40250,128450,168700,47031PHE
R72603725 0025,40000,153250,193250,40250,164110,204360,47031PHE
R72603725 0026,40000,98580,138580,40250,126030,166280,47031PHE
R72603725 0027,40000,150350,190350,40250,174430,214680,47031PHE
R72603725 0028,40000,126800,166800,40250,150510,190760,47031PHE
R72603725 0029,40000,138190,178190,40250,164200,204450,47031PHE
R72603725 0030,40000,145580,185580,40250,164430,204680,47031PHE
R72603725 0031,44000,148560,192560,40250,169550,209800,47031PHE
R72603725 0032,44000,129630,173630,40250,136610,176860,47031PHE
R72603725 0033,44000,145270,189270,40250,176860,217110,47031PHE
R72603725 0034,40000,143470,183470,40250,171180,211430,47031PHE
R72603725 0035,40000,134110,174110,40250,151080,191330,47031PHE
R72603725 0036,40000,160530,200530,40250,207900,248150,47031PHE
R72603725 0037,40000,135240,175240,40250,152170,192420,47031PHE
R72603725 0038,40000,145850,185850,40250,161710,201960,47031PHE
R72603725 0039,40000,121610,161610,40250,141120,181370,47031PHE
R72603726 0001,35000,74780,109780,28000,101050,129050,47032PHE
R72603726 0002,35000,76980,111980,28000,103690,131690,47032PHE
R72603726 0003,35000,101460,136460,35000,76090,111090,47032PHE
R72603726 0004,35000,89650,124650,35000,76790,111790,47032PHE
R72603726 0005,35000,73440,108440,28000,99860,127860,47032PHE
R72603726 0006,35000,73440,108440,28000,85640,113640,47032PHE
R72603726 0007,35000,74390,109390,28000,95560,123560,47032PHE
R72603726 0008,35000,72910,107910,28000,96180,124180,47032PHE
R72603726 0009,0,0,0,0,0,0,47032PHE
R72603726 0010,35000,76720,111720,28000,99130,127130,47032PHE
R72603726 0011,35000,76360,111360,28000,98810,126810,47032PHE
R72603726 0012,35000,76980,111980,28000,90320,118320,47032PHE
R72603726 0013,35000,78240,113240,28000,89520,117520,47032PHE
R72603726 0014,35000,76980,111980,28000,90320,118320,47032PHE
R72603726 0015,35000,76860,111860,28000,84880,112880,47032PHE
R72603726 0016,35000,92640,127640,28000,107340,135340,47032PHE
R72603726 0017,35000,77260,112260,28000,101410,129410,47032PHE
R72603726 0018,35000,77570,112570,28000,100170,128170,47032PHE
R72603726 0019,35000,98270,133270,28000,108320,136320,47032PHE
R72603727 0001,35000,114040,149040,28000,136020,164020,47032PHE
R72603727 0002,35000,91520,126520,28000,107430,135430,47032PHE
R72603727 0003,35000,101890,136890,28000,111370,139370,47032PHE
R72603727 0004,35000,119150,154150,28000,134160,162160,47032PHE
R72603727 0005,35000,178760,213760,28000,186820,214820,47032PHE
R72603727 0006,35000,120660,155660,28000,138950,166950,47032PHE
R72603727 0007,35000,154420,189420,28000,161450,189450,47032PHE
R72603727 0008,35000,108020,143020,28000,141360,169360,47032PHE
R72603727 0009,35000,156090,191090,28000,193130,221130,47032PHE
R72603727 0010,35000,93400,128400,28000,113650,141650,47032PHE
R72603727 0011,35000,144650,179650,28000,146340,174340,47032PHE
R72603727 0012,35000,115810,150810,28000,147520,175520,47032PHE
R72603727 0013,35000,149210,184210,28000,192480,220480,47032PHE
R72603727 0014,35000,115100,150100,28000,131320,159320,47032PHE
R72603727 0015,35000,162010,197010,28000,182090,210090,47032PHE
R72603727 0016,38500,150690,189190,28000,173910,201910,47032PHE
R72603727 0017,35000,157880,192880,28000,180790,208790,47032PHE
R72603727 0018,35000,153440,188440,28000,155370,183370,47032PHE
R72603727 0019,35000,108950,143950,28000,135090,163090,47032PHE
R72603727 0020,35000,144920,179920,28000,152390,180390,47032PHE
R72603727 0021,35000,159820,194820,28000,207050,235050,47032PHE
R72603727 0022,35000,148520,183520,28000,198900,226900,47032PHE
R72603727 0023,35000,148620,183620,28000,167980,195980,47032PHE
R72603727 0024,35000,161230,196230,28000,178040,206040,47032PHE
R72603727 0025,35000,139900,174900,28000,155370,183370,47032PHE
R72603727 0026,35000,123700,158700,28000,132980,160980,47032PHE
R72603727 0027,35000,115950,150950,28000,121680,149680,47032PHE
R72603727 0028,35000,113500,148500,28000,145380,173380,47032PHE
R72603727 0029,38500,159550,198050,28000,179030,207030,47032PHE
R72603727 0030,38500,142000,180500,28000,149750,177750,47032PHE
R72603727 0031,38500,160580,199080,28000,178470,206470,47032PHE
R72603727 0032,38500,163280,201780,28000,178820,206820,47032PHE
R72603727 0033,35000,118240,153240,28000,135360,163360,47032PHE
R72603727 0034,35000,148970,183970,28000,171980,199980,47032PHE
R72603727 0035,35000,125000,160000,28000,137870,165870,47032PHE
R72603727 0036,35000,155000,190000,28000,184850,212850,47032PHE
R72603727 0037,35000,117750,152750,28000,131480,159480,47032PHE
R72603727 0038,0,0,0,0,0,0,47032PHE
R72603728 0001,39250,0,39250,29310,0,29310,47030PHE
R72603729 0001,40000,170840,210840,38500,188500,227000,47030PHE
R72603729 0002,40000,203120,243120,38500,240550,279050,47030PHE
R72603729 0003,40000,145160,185160,38500,204320,242820,47030PHE
R72603729 0004,40000,137560,177560,38500,170630,209130,47030PHE
R72603729 0005,40000,222990,262990,38500,276580,315080,47030PHE
R72603729 0006,40000,165130,205130,38500,197700,236200,47030PHE
R72603729 0007,40000,172670,212670,38500,189240,227740,47030PHE
R72603729 0008,40000,187630,227630,38500,239890,278390,47030PHE
R72603729 0009,44000,192620,236620,38500,258720,297220,47030PHE
R72603729 0010,46200,206200,252400,40430,236070,276500,47030PHE
R72603729 0011,44000,211740,255740,38500,231460,269960,47030PHE
R72603729 0012,44000,174570,218570,38500,189950,228450,47030PHE
R72603729 0013,40000,201940,241940,38500,225960,264460,47030PHE
R72603729 0014,40000,211990,251990,38500,229100,267600,47030PHE
R72603729 0015,40000,199800,239800,38500,237430,275930,47030PHE
R72603730 0001,0,0,0,0,0,0,47030PHE
R72603730 0002,32000,0,32000,38500,171850,210350,47030PHE
R72603730 0003,32000,0,32000,38500,188490,226990,47030PHE
R72603730 0004,40000,142350,182350,38500,154510,193010,47030PHE
R72603730 0005,32000,0,32000,38500,179590,218090,47030PHE
R72603730 0006,40000,155150,195150,38500,167920,206420,47030PHE
R72603730 0007,44000,159430,203430,38500,187910,226410,47030PHE
R72603730 0008,44000,156840,200840,38500,173950,212450,47030PHE
R72603730 0009,40000,159950,199950,38500,192570,231070,47030PHE
R72603730 0010,40000,151110,191110,38500,177310,215810,47030PHE
R72603730 0011,40000,106150,146150,38500,117770,156270,47030PHE
R72603730 0012,40000,103020,143020,38500,124160,162660,47030PHE
R72603730 0013,26000,0,26000,38500,180500,219000,47030PHE
R72603730 0014,40000,122780,162780,38500,140200,178700,47030PHE
R72603730 0015,40000,145790,185790,38500,195100,233600,47030PHE
R72603730 0016,40000,135400,175400,38500,233240,271740,47030PHE
R72603730 0017,0,0,0,0,0,0,47030PHE
R72603730 0018,40000,108430,148430,38500,172230,210730,47030PHE
R72603730 0019,26000,0,26000,38500,164190,202690,47030PHE
R72603730 0020,40000,114830,154830,38500,178840,217340,47030PHE
R72603730 0021,40000,114750,154750,38500,174070,212570,47030PHE
R72603730 0022,40000,112800,152800,38500,178840,217340,47030PHE
R72603730 0023,40000,204950,244950,38500,191500,230000,47030PHE
R72603730 0024,26000,0,26000,38500,202950,241450,47030PHE
R72603730 0025,40000,159740,199740,38500,177050,215550,47030PHE
R72603730 0026,40000,172830,212830,38500,191520,230020,47030PHE
R72603730 0027,26000,0,26000,38500,219120,257620,47030PHE
R72603730 0028,32000,188150,220150,38500,199710,238210,47030PHE
R72603730 0029,40000,134960,174960,38500,150930,189430,47030PHE
R72603730 0030,26000,0,26000,38500,203460,241960,47030PHE
R72603730 0031,26000,0,26000,38500,206340,244840,47030PHE
R72603730 0032,26000,0,26000,38500,171710,210210,47030PHE
R72603730 0033,32000,0,32000,38500,156760,195260,47030PHE
R72610805 0001,40000,193460,233460,40250,224610,264860,47031PHE
R72610805 0002,40000,176500,216500,40250,265470,305720,47031PHE
R72610805 0003,40000,182990,222990,40250,198430,238680,47031PHE
R72610805 0004,40000,136640,176640,40250,188910,229160,47031PHE
R72610805 0005,44000,164690,208690,40250,196100,236350,47031PHE
R72610805 0006,40000,171690,211690,40250,201460,241710,47031PHE
R72610805 0007,44000,145450,189450,40250,174210,214460,47031PHE
R72610805 0008,40000,152170,192170,40250,159050,199300,47031PHE
R72610805 0009,40000,152100,192100,40250,169440,209690,47031PHE
R72610805 0010,40000,148500,188500,40250,179460,219710,47031PHE
R72610805 0011,40000,158240,198240,40250,176530,216780,47031PHE
R72610805 0012,40000,151220,191220,40250,176420,216670,47031PHE
R72610805 0013,40000,145980,185980,40250,171590,211840,47031PHE
R72610805 0014,40000,189300,229300,40250,254940,295190,47031PHE
R72610805 0015,40000,134920,174920,40250,146250,186500,47031PHE
R72610805 0016,40000,132720,172720,40250,146600,186850,47031PHE
R72610805 0017,40000,173850,213850,40250,204110,244360,47031PHE
R72610805 0018,40000,154070,194070,40250,178370,218620,47031PHE
R72610805 0019,0,0,0,0,0,0,47031PHE
R72610805 0020,0,0,0,0,0,0,47031PHE
R72610806 0001,40000,156550,196550,40250,187510,227760,47031PHE
R72610806 0002,40000,137120,177120,40250,173400,213650,47031PHE
R72610806 0003,40000,159490,199490,40250,194630,234880,47031PHE
R72610806 0004,40000,190650,230650,40250,223220,263470,47031PHE
R72610806 0005,40000,152090,192090,40250,182340,222590,47031PHE
R72610806 0006,40000,142270,182270,40250,162770,203020,47031PHE
R72610806 0007,40000,143100,183100,40250,156690,196940,47031PHE
R72610806 0008,40000,170910,210910,40250,210830,251080,47031PHE
R72610806 0009,40000,182750,222750,40250,214640,254890,47031PHE
R72610806 0010,40000,206720,246720,40250,270440,310690,47031PHE
R72610806 0011,40000,158060,198060,40250,171490,211740,47031PHE
R72610806 0012,40000,156510,196510,40250,186010,226260,47031PHE
R72610806 0013,40000,160040,200040,40250,197390,237640,47031PHE
R72610806 0014,40000,161810,201810,40250,186180,226430,47031PHE
R72610806 0015,40000,134540,174540,40250,222480,262730,47031PHE
R72610806 0016,40000,157810,197810,40250,205710,245960,47031PHE
R72610806 0017,40000,135030,175030,40250,161400,201650,47031PHE
R72610806 0018,40000,165550,205550,40250,203850,244100,47031PHE
R72610806 0019,40000,146090,186090,40250,162880,203130,47031PHE
R72610806 0020,44000,151580,195580,40250,194250,234500,47031PHE
R72610806 0021,44000,146510,190510,40250,184150,224400,47031PHE
R72610806 0022,44000,183890,227890,40250,212580,252830,47031PHE
R72610806 0023,44000,174550,218550,40250,209210,249460,47031PHE
R72610806 0024,40000,181160,221160,40250,231590,271840,47031PHE
R72610806 0025,40000,143570,183570,40250,161710,201960,47031PHE
R72610806 0026,40000,140150,180150,40250,164190,204440,47031PHE
R72610806 0027,40000,143870,183870,40250,177550,217800,47031PHE
R72610806 0028,40000,159390,199390,40250,180570,220820,47031PHE
R72610806 0029,40000,168560,208560,40250,199190,239440,47031PHE
R72610807 0001,40000,148530,188530,40250,164760,205010,47031PHE
R72610807 0002,40000,139040,179040,40250,151590,191840,47031PHE
R72610807 0003,40000,151830,191830,40250,199660,239910,47031PHE
R72610807 0004,40000,143130,183130,40250,178230,218480,47031PHE
R72610807 0005,44000,113850,157850,40250,142630,182880,47031PHE
R72610807 0006,44000,131780,175780,40250,176550,216800,47031PHE
R72610807 0007,44000,155600,199600,40250,188470,228720,47031PHE
R72610807 0008,40000,136880,176880,40250,164500,204750,47031PHE
R72610807 0009,40000,125570,165570,40250,156800,197050,47031PHE
R72610807 0010,40000,124800,164800,40250,147050,187300,47031PHE
R72610807 0011,40000,150480,190480,40250,174330,214580,47031PHE
R72610807 0012,40000,121750,161750,40250,131860,172110,47031PHE
R72610807 0013,40000,140370,180370,40250,156480,196730,47031PHE
R72610807 0014,40000,137510,177510,40250,180510,220760,47031PHE
R72610807 0015,0,0,0,0,0,0,47031PHE
R72610808 0001,40000,143410,183410,40250,156990,197240,47031PHE
R72610808 0002,40000,137900,177900,40250,136350,176600,47031PHE
R72610808 0003,40000,134140,174140,40250,166130,206380,47031PHE
R72610808 0004,40000,132630,172630,40250,151230,191480,47031PHE
R72610808 0005,40000,144730,184730,40250,152110,192360,47031PHE
R72610808 0006,40000,138320,178320,40250,168710,208960,47031PHE
R72610808 0007,40000,133170,173170,40250,150570,190820,47031PHE
R72610808 0008,40000,112200,152200,40250,127770,168020,47031PHE
R72610808 0009,40000,141910,181910,40250,166390,206640,47031PHE
R72610808 0010,40000,129860,169860,40250,141050,181300,47031PHE
R72610808 0011,40000,135680,175680,40250,142930,183180,47031PHE
R72610808 0012,40000,126880,166880,40250,142940,183190,47031PHE
R72610808 0013,40000,143100,183100,40250,156840,197090,47031PHE
R72610808 0014,40000,138180,178180,40250,147350,187600,47031PHE
R72610808 0015,40000,144050,184050,40250,167450,207700,47031PHE
R72610808 0016,40000,102620,142620,40250,135780,176030,47031PHE
R72610808 0017,40000,131650,171650,40250,163880,204130,47031PHE
R72610808 0018,40000,133270,173270,40250,157010,197260,47031PHE
R72610808 0019,40000,132730,172730,40250,174340,214590,47031PHE
R72610808 0020,40000,136340,176340,40250,155030,195280,47031PHE
R72610808 0021,40000,128870,168870,40250,147460,187710,47031PHE
R72610808 0022,40000,138200,178200,40250,143330,183580,47031PHE
R72610808 0023,40000,131740,171740,40250,143620,183870,47031PHE
R72610808 0024,40000,139680,179680,40250,166900,207150,47031PHE
R72610808 0025,40000,137910,177910,40250,154480,194730,47031PHE
R72610808 0026,40000,124710,164710,40250,141570,181820,47031PHE
R72610808 0027,40000,130440,170440,40250,146960,187210,47031PHE
R72610808 0028,40000,119570,159570,40250,137890,178140,47031PHE
R72610808 0029,44000,126290,170290,40250,139510,179760,47031PHE
R72610808 0030,44000,119360,163360,40250,140860,181110,47031PHE
R72610808 0031,44000,136580,180580,40250,158690,198940,47031PHE
R72610808 0032,44000,126380,170380,40250,142680,182930,47031PHE
R72610808 0033,40000,109290,149290,40250,149180,189430,47031PHE
R72610808 0034,40000,131110,171110,40250,172630,212880,47031PHE
R72610808 0035,40000,135370,175370,40250,143450,183700,47031PHE
R72610808 0036,40000,131240,171240,40250,155220,195470,47031PHE
R72610808 0037,40000,144700,184700,40250,159030,199280,47031PHE
