ParcelId,OldLand,OldBuilding,OldTotal,NewLand,NewBuilding,NewTotal,Planning,Designation,NBHD
R72 01502 0026,26140,123720,149860,42910,109430,152340,OREGON,HD-2,Oregon
R72 00606 0053,5440,1680,7120,5670,2170,7840,OREGON,HD-2,Oregon
R72 01511 0043,11640,0,11640,16550,0,16550,OREGON,HD-2,Oregon
R72 01402 0028,82940,216750,299690,86400,197500,283900,OREGON,HD-2,Oregon
R72 01508 0035,19150,86270,105420,31980,115690,147670,OREGON,HD-2,Oregon
R72 01402 0009,19970,208980,228950,32560,215660,248220,OREGON,HD-2,Oregon
R72 01510 0070,20720,156620,177340,33620,133270,166890,OREGON,HD-2,Oregon
R72 01510 0023,21110,130370,151480,34070,108480,142550,OREGON,HD-2,Oregon
R72 01509 0015,18480,116490,134970,31240,118660,149900,OREGON,HD-2,Oregon
R72 01511 0040,22300,90920,113220,35380,153680,189060,OREGON,HD-2,Oregon
R72 01510 0059,24020,88960,112980,37360,137360,174720,OREGON,HD-2,Oregon
R72 01509 0058,!,!,!,50750,276860,327610,OREGON,HD-2,Oregon
R72 01501 0013,41530,334010,375540,43260,319730,362990,OREGON,HD-2,Oregon
R72 01510 0024,20750,81500,102250,33640,118430,152070,OREGON,HD-2,Oregon
R72 01401 0045,32860,142610,175470,34030,391970,426000,OREGON,HD-2,Oregon
R72 01510 0001,26210,146170,172380,40110,156380,196490,OREGON,HD-2,Oregon
R72 50219 0001,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 01501 0022,23520,190610,214130,37050,193440,230490,OREGON,HD-2,Oregon
R72 01506 0091,!,!,!,13900,6110,20010,OREGON,HD-2,Oregon
R72 01510 0016,21840,132610,154450,34940,120200,155140,OREGON,HD-2,Oregon
R72 00606 0066,!,!,!,114190,711270,825460,OREGON,HD-2,Oregon
R72 01401 0048,30000,168560,198560,30000,178050,208050,OREGON,HD-2,Oregon
R72 01402 0037,33600,219640,253240,51260,306980,358240,OREGON,HD-2,Oregon
R72 01503 0014,21310,168700,190010,34200,144110,178310,OREGON,HD-2,Oregon
R72 01508 0023,27230,189490,216720,41170,169220,210390,OREGON,HD-2,Oregon
R72 01503 0033,3750,5230,8980,44940,4450,49390,OREGON,HD-2,Oregon
R72 01508 0045,18700,162500,181200,31350,248510,279860,OREGON,HD-2,Oregon
R72 01402 0027,33600,51520,85120,51260,65770,117030,OREGON,HD-2,Oregon
R72 50816 0002,25600,118490,144090,25600,154860,180460,OREGON,HD-2,Oregon
R72 50816 0004,25600,113640,139240,25600,151370,176970,OREGON,HD-2,Oregon
R72 01402 0005,32260,159550,191810,13600,176100,189700,OREGON,HD-2,Oregon
R72 01502 0001,11830,59190,71020,25700,110260,135960,OREGON,HD-2,Oregon
R72 51316 0001,28060,103140,131200,32260,111680,143940,OREGON,HD-2,Oregon
R72 01401 0039,27650,133610,161260,28800,136000,164800,OREGON,HD-2,Oregon
R72 01503 0042,2400,0,2400,1270,0,1270,OREGON,HD-2,Oregon
R72 01401 0023,17270,163050,180320,17990,163820,181810,OREGON,HD-2,Oregon
R72 00606 0006,450,0,450,470,0,470,OREGON,HD-2,Oregon
R72 01401 0014,20070,133200,153270,20910,124020,144930,OREGON,HD-2,Oregon
R72 01401 0010,9990,2840,12830,10410,3060,13470,OREGON,HD-2,Oregon
R72 01510 0013,24750,175970,200720,38390,188220,226610,OREGON,HD-2,Oregon
R72 01509 0039,30740,159630,190370,46200,150270,196470,OREGON,HD-2,Oregon
R72 01404 0054,13420,1580,15000,10490,1680,12170,OREGON,HD-2,Oregon
R72 01402 0015,22540,3150,25690,23480,3400,26880,OREGON,HD-2,Oregon
R72 01402 0013,23240,79750,102990,24210,74110,98320,OREGON,HD-2,Oregon
R72 01501 0019,30720,4550,35270,32000,7350,39350,OREGON,HD-2,Oregon
R72 01501 0031,5230,0,5230,5450,0,5450,OREGON,HD-2,Oregon
R72 01501 0018,27290,4200,31490,28430,5430,33860,OREGON,HD-2,Oregon
R72 00606 0005,35460,183710,219170,36930,225710,262640,OREGON,HD-2,Oregon
R72 00607 0034,47120,9520,56640,49080,12310,61390,OREGON,HD-2,Oregon
R72 01401 0015,13220,55410,68630,13770,43090,56860,OREGON,HD-2,Oregon
R72 01510 0011,21480,120500,141980,34500,129170,163670,OREGON,HD-2,Oregon
R72 01503 0025,8430,0,8430,13210,0,13210,OREGON,HD-2,Oregon
R72 01510 0045,27420,5250,32670,27420,6780,34200,OREGON,HD-2,Oregon
R72 00606 0065,!,!,!,72880,9410,82290,OREGON,HD-2,Oregon
R72 01404 0057,26180,74660,100840,44980,83170,128150,OREGON,HD-2,Oregon
R72 01510 0014,27660,120060,147720,41840,129470,171310,OREGON,HD-2,Oregon
R72 01502 0015,27280,198760,226040,42840,173810,216650,OREGON,HD-2,Oregon
R72 01401 0040,2150,78170,80320,2700,101960,104660,OREGON,HD-2,Oregon
R72 01509 0010,9350,0,9350,14110,0,14110,OREGON,HD-2,Oregon
R72 01501 0020,21890,101340,123230,22800,105890,128690,OREGON,HD-2,Oregon
R72 01402 0001,26800,123200,150000,40610,207030,247640,OREGON,HD-2,Oregon
R72 01506 0014,19800,163400,183200,32560,198020,230580,OREGON,HD-2,Oregon
R72 01510 0002,21840,178690,200530,34940,171580,206520,OREGON,HD-2,Oregon
R72 01509 0001,20080,473000,493080,20920,277620,298540,OREGON,HD-2,Oregon
R72 01511 0046,27720,144830,172550,42910,164670,207580,OREGON,HD-2,Oregon
R72 01510 0037,24390,139170,163560,37790,137540,175330,OREGON,HD-2,Oregon
R72 01402 0043,22680,46010,68690,36040,85200,121240,OREGON,HD-2,Oregon
R72 01510 0031,24750,142230,166980,38390,205280,243670,OREGON,HD-2,Oregon
R72 01511 0079,21300,108220,129520,34080,109260,143340,OREGON,HD-2,Oregon
R72 01508 0029,25540,165900,191440,39000,189270,228270,OREGON,HD-2,Oregon
R72 01506 0015,19800,153440,173240,32560,146030,178590,OREGON,HD-2,Oregon
R72 01502 0079,13800,108910,122710,24110,127300,151410,OREGON,HD-2,Oregon
R72 01502 0078,24840,198860,223700,38300,164730,203030,OREGON,HD-2,Oregon
R72 01511 0047,25200,134370,159570,39420,164510,203930,OREGON,HD-2,Oregon
R72 50616 0002,36000,122160,158160,32400,134810,167210,OREGON,HD-2,Oregon
R72 01510 0029,!,!,!,38290,211580,249870,OREGON,HD-2,Oregon
R72 01502 0092,19820,112620,132440,32590,126280,158870,OREGON,HD-2,Oregon
R72 01502 0032,1210,0,1210,1260,0,1260,OREGON,HD-2,Oregon
R72 01503 0015,10170,187960,198130,34430,167480,201910,OREGON,HD-2,Oregon
R72 01502 0094,19600,197200,216800,32120,242260,274380,OREGON,HD-2,Oregon
R72 01506 0016,28800,120160,148960,43120,203300,246420,OREGON,HD-2,Oregon
R72 01502 0012,35200,272880,308080,54560,313320,367880,OREGON,HD-2,Oregon
R72 01402 0039,9290,82580,91870,9680,81220,90900,OREGON,HD-2,Oregon
R72 01403 0001,800000,5202270,6002270,800000,4373020,5173020,OREGON,HD-2,Oregon
R72 01511 0042,23940,148340,172280,37680,121030,158710,OREGON,HD-2,Oregon
R72 01501 0021,3530,106770,110300,6310,183370,189680,OREGON,HD-2,Oregon
R72 01508 0034,18820,122100,140920,31610,94400,126010,OREGON,HD-2,Oregon
R72 01402 0047,27200,290480,317680,40920,447560,488480,OREGON,HD-2,Oregon
R72 01502 0014,23760,113520,137280,37630,127840,165470,OREGON,HD-2,Oregon
R72 01502 0025,4790,220,5010,7240,1230,8470,OREGON,HD-2,Oregon
R72 01506 0089,!,!,!,23390,0,23390,OREGON,HD-2,Oregon
R72 01506 0088,!,!,!,14400,210600,225000,OREGON,HD-2,Oregon
R72 01502 0031,30400,106950,137350,45540,101980,147520,OREGON,HD-2,Oregon
R72 01502 0030,23320,87370,110690,36740,92870,129610,OREGON,HD-2,Oregon
R72 50516 0005,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 01502 0002,19580,111880,131460,32530,135650,168180,OREGON,HD-2,Oregon
R72 01509 0005,17680,123600,141280,30230,114630,144860,OREGON,HD-2,Oregon
R72 51212 0003,36940,184850,221790,57250,215800,273050,OREGON,HD-2,Oregon
R72 01501 0017,2880,630,3510,3000,820,3820,OREGON,HD-2,Oregon
R72 01401 0047,17100,122400,139500,17850,160820,178670,OREGON,HD-2,Oregon
R72 01510 0020,10400,23500,33900,10400,136290,146690,OREGON,HD-2,Oregon
R72 01404 0017,70560,120370,190930,73500,118200,191700,OREGON,HD-2,Oregon
R72 01509 0011,19720,159870,179590,32470,140100,172570,OREGON,HD-2,Oregon
R72 01502 0029,24860,110280,135140,39050,117290,156340,OREGON,HD-2,Oregon
R72 51207 0005,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 51212 0002,36940,184850,221790,57250,239780,297030,OREGON,HD-2,Oregon
R72 51212 0006,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 51219 0004,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 50516 0001,5000,26480,31480,10000,29060,39060,OREGON,HD-2,Oregon
R72 50516 0002,5000,30620,35620,10000,29180,39180,OREGON,HD-2,Oregon
R72 50516 0003,5000,31930,36930,10000,30880,40880,OREGON,HD-2,Oregon
R72 50516 0004,5000,31930,36930,10000,30870,40870,OREGON,HD-2,Oregon
R72 01508 0040,18400,147160,165560,30710,114290,145000,OREGON,HD-2,Oregon
R72 01503 0017,22040,88370,110410,35420,102520,137940,OREGON,HD-2,Oregon
R72 01511 0044,24240,172370,196610,38100,242210,280310,OREGON,HD-2,Oregon
R72 01502 0089,10610,108050,118660,19030,141550,160580,OREGON,HD-2,Oregon
R72 01401 0026,5970,1240,7210,6220,1330,7550,OREGON,HD-2,Oregon
R72 01503 0005,28800,223440,252240,43120,318050,361170,OREGON,HD-2,Oregon
R72 51461 0018,!,!,!,0,0,0,OREGON,HD-2,Oregon
R72 01509 0054,25390,207980,233370,39160,284370,323530,OREGON,HD-2,Oregon
R72 51461 0008,!,!,!,57550,0,57550,OREGON,HD-2,Oregon
R72 51461 0001,!,!,!,31780,0,31780,OREGON,HD-2,Oregon
R72 51461 0002,!,!,!,42560,0,42560,OREGON,HD-2,Oregon
R72 51461 0004,!,!,!,38780,0,38780,OREGON,HD-2,Oregon
R72 51461 0006,!,!,!,38220,0,38220,OREGON,HD-2,Oregon
R72 51461 0016,!,!,!,77730,0,77730,OREGON,HD-2,Oregon
R72 51461 0011,!,!,!,57460,0,57460,OREGON,HD-2,Oregon
R72 51461 0013,!,!,!,64180,0,64180,OREGON,HD-2,Oregon
R72 51461 0014,!,!,!,77060,0,77060,OREGON,HD-2,Oregon
R72 51461 0010,!,!,!,21440,0,21440,OREGON,HD-2,Oregon
R72 51461 0012,!,!,!,36890,0,36890,OREGON,HD-2,Oregon
R72 51461 0007,!,!,!,43090,0,43090,OREGON,HD-2,Oregon
R72 01401 0019,1760,0,1760,1840,0,1840,OREGON,HD-2,Oregon
R72 01502 0013,35200,263910,299110,54560,323230,377790,OREGON,HD-2,Oregon
R72 01401 0035,10000,0,10000,10420,0,10420,OREGON,HD-2,Oregon
R72 01501 0029,26300,0,26300,27400,0,27400,OREGON,HD-2,Oregon
R72 50616 0004,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 01508 0036,17810,86410,104220,30500,132470,162970,OREGON,HD-2,Oregon
R72 01409 0036,6970,0,6970,7260,0,7260,OREGON,HD-2,Oregon
R72 01409 0041,6620,0,6620,6900,0,6900,OREGON,HD-2,Oregon
R72 01510 0030,24750,110110,134860,38390,140420,178810,OREGON,HD-2,Oregon
R72 01401 0027,7020,0,7020,7320,0,7320,OREGON,HD-2,Oregon
R72 01503 0020,26600,133260,159860,40830,200540,241370,OREGON,HD-2,Oregon
R72 01508 0044,18700,169270,187970,31350,195780,227130,OREGON,HD-2,Oregon
R72 01413 0001,98780,546330,645110,102900,501980,604880,OREGON,HD-2,Oregon
R72 01510 0042,24390,152720,177110,37790,138930,176720,OREGON,HD-2,Oregon
R72 51336 0003,25000,85430,110430,25000,94020,119020,OREGON,HD-2,Oregon
R72 51336 0004,24000,86360,110360,24000,102440,126440,OREGON,HD-2,Oregon
R72 51336 0002,30000,80050,110050,30000,102440,132440,OREGON,HD-2,Oregon
R72 51336 0001,21000,89550,110550,21000,95580,116580,OREGON,HD-2,Oregon
R72 01502 0096,!,!,!,42830,223270,266100,OREGON,HD-2,Oregon
R72 01401 0036,19970,77470,97440,20140,95330,115470,OREGON,HD-2,Oregon
R72 01413 0002,41040,8720,49760,42750,12880,55630,OREGON,HD-2,Oregon
R72 01413 0004,45810,7550,53360,47720,11150,58870,OREGON,HD-2,Oregon
R72 01409 0050,16030,95620,111650,16700,162300,179000,OREGON,HD-2,Oregon
R72 01413 0003,17240,3680,20920,17960,5430,23390,OREGON,HD-2,Oregon
R72 01409 0051,0,3930,3930,0,4910,4910,OREGON,HD-2,Oregon
R72 01509 0059,!,!,!,30430,123810,154240,OREGON,HD-2,Oregon
R72 01508 0042,10100,1340,11440,10520,1080,11600,OREGON,HD-2,Oregon
R72 00512 0024,120440,130350,250790,94000,131420,225420,OREGON,HD-2,Oregon
R72 00512 0036,23860,6380,30240,24850,8240,33090,OREGON,HD-2,Oregon
R72 01402 0004,23100,149180,172280,36630,157380,194010,OREGON,HD-2,Oregon
R72 01508 0001,9850,13690,23540,10260,51490,61750,OREGON,HD-2,Oregon
R72 01510 0033,24750,150650,175400,38390,167050,205440,OREGON,HD-2,Oregon
R72 01503 0101,8610,0,8610,13630,0,13630,OREGON,HD-2,Oregon
R72 01503 0029,22360,150620,172980,35550,189910,225460,OREGON,HD-2,Oregon
R72 01503 0001,14400,0,14400,19400,0,19400,OREGON,HD-2,Oregon
R72 01506 0019,19800,155190,174990,32560,137550,170110,OREGON,HD-2,Oregon
R72 51461 0017,!,!,!,74140,0,74140,OREGON,HD-2,Oregon
R72 01509 0009,9350,0,9350,14110,0,14110,OREGON,HD-2,Oregon
R72 01502 0088,14340,64970,79310,24950,67110,92060,OREGON,HD-2,Oregon
R72 01502 0074,25200,159890,185090,38720,221670,260390,OREGON,HD-2,Oregon
R72 50816 0006,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 01502 0071,18000,166480,184480,30360,184360,214720,OREGON,HD-2,Oregon
R72 01509 0002,580,0,580,600,0,600,OREGON,HD-2,Oregon
R72 01508 0032,19490,126100,145590,36760,63930,100690,OREGON,HD-2,Oregon
R72 01510 0063,24390,180460,204850,37790,183930,221720,OREGON,HD-2,Oregon
R72 01510 0009,21480,154100,175580,34500,136440,170940,OREGON,HD-2,Oregon
R72 01509 0038,40500,238840,279340,58740,258360,317100,OREGON,HD-2,Oregon
R72 01502 0095,19600,176610,196210,32120,221620,253740,OREGON,HD-2,Oregon
R72 01502 0064,35280,143500,178780,50420,261330,311750,OREGON,HD-2,Oregon
R72 01501 0039,!,!,!,12590,100220,112810,OREGON,HD-2,Oregon
R72 51235 0001,18000,76990,94990,18000,103850,121850,OREGON,HD-2,Oregon
R72 51336 0005,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 01510 0012,24750,143700,168450,38390,187210,225600,OREGON,HD-2,Oregon
R72 01502 0022,38720,206850,245570,55730,299140,354870,OREGON,HD-2,Oregon
R72 01506 0090,!,!,!,13380,0,13380,OREGON,HD-2,Oregon
R72 51406 0001,41950,3960,45910,41960,3960,45920,OREGON,HD-2,Oregon
R72 51406 0003,34450,62420,96870,34450,108330,142780,OREGON,HD-2,Oregon
R72 51406 0002,23600,84580,108180,23600,76850,100450,OREGON,HD-2,Oregon
R72 01506 0031,1500,0,1500,1650,11820,13470,OREGON,HD-2,Oregon
R72 01506 0028,750,0,750,830,0,830,OREGON,HD-2,Oregon
R72 01502 0053,27830,99520,127350,42750,141520,184270,OREGON,HD-2,Oregon
R72 01502 0011,27720,120310,148030,43490,112370,155860,OREGON,HD-2,Oregon
R72 51219 0001,44000,162280,206280,44000,178230,222230,OREGON,HD-2,Oregon
R72 01507 0048,12880,92920,105800,13420,192790,206210,OREGON,HD-2,Oregon
R72 01404 0008,17510,71220,88730,18240,251760,270000,OREGON,HD-2,Oregon
R72 01502 0017,32120,124210,156330,50000,94340,144340,OREGON,HD-2,Oregon
R72 01507 0029,11090,180,11270,11550,0,11550,OREGON,HD-2,Oregon
R72 01507 0028,20160,3230,23390,21000,3160,24160,OREGON,HD-2,Oregon
R72 01507 0030,12420,100,12520,12940,0,12940,OREGON,HD-2,Oregon
R72 01507 0026,43910,307390,351300,45740,463200,508940,OREGON,HD-2,Oregon
R72 01508 0028,13440,0,13440,18220,0,18220,OREGON,HD-2,Oregon
R72 01510 0043,24020,89200,113220,37360,115730,153090,OREGON,HD-2,Oregon
R72 01508 0027,26880,281230,308110,40480,281390,321870,OREGON,HD-2,Oregon
R72 01502 0021,17110,12500,29610,17830,8340,26170,OREGON,HD-2,Oregon
R72 01409 0047,14960,40240,55200,15580,34020,49600,OREGON,HD-2,Oregon
R72 01510 0062,24390,145220,169610,37790,121990,159780,OREGON,HD-2,Oregon
R72 01401 0042,24590,200070,224660,24520,252630,277150,OREGON,HD-2,Oregon
R72 51461 0009,!,!,!,52640,0,52640,OREGON,HD-2,Oregon
R72 01413 0006,174830,1009580,1184410,174830,1130850,1305680,OREGON,HD-2,Oregon
R72 00606 0057,135320,163100,298420,135320,119790,255110,OREGON,HD-2,Oregon
R72 01509 0057,18700,109400,128100,31350,154070,185420,OREGON,HD-2,Oregon
R72 01510 0039,24390,170750,195140,37790,189980,227770,OREGON,HD-2,Oregon
R72 01510 0060,24390,112870,137260,37790,104540,142330,OREGON,HD-2,Oregon
R72 01503 0037,2240,0,2240,1020,0,1020,OREGON,HD-2,Oregon
R72 01503 0012,34970,125990,160960,96710,174480,271190,OREGON,HD-2,Oregon
R72 01510 0035,24750,138640,163390,38390,111520,149910,OREGON,HD-2,Oregon
R72 01409 0048,15460,108000,123460,16100,105090,121190,OREGON,HD-2,Oregon
R72 01511 0038,8140,0,8140,64580,0,64580,OREGON,HD-2,Oregon
R72 01511 0039,16640,131470,148110,29260,133830,163090,OREGON,HD-2,Oregon
R72 01509 0043,33180,173820,207000,50200,187400,237600,OREGON,HD-2,Oregon
R72 01510 0065,12190,0,12190,17010,0,17010,OREGON,HD-2,Oregon
R72 01510 0064,24390,207760,232150,37790,240280,278070,OREGON,HD-2,Oregon
R72 01502 0027,38400,200600,239000,57420,275430,332850,OREGON,HD-2,Oregon
R72 01503 0009,9330,0,9330,14040,0,14040,OREGON,HD-2,Oregon
R72 01503 0007,19080,193490,212570,31720,178280,210000,OREGON,HD-2,Oregon
R72 50816 0005,25600,114150,139750,25600,138270,163870,OREGON,HD-2,Oregon
R72 01508 0037,26880,190010,216890,40480,245020,285500,OREGON,HD-2,Oregon
R72 01507 0019,12040,43460,55500,12040,40980,53020,OREGON,HD-2,Oregon
R72 01507 0018,10780,73100,83880,11230,82420,93650,OREGON,HD-2,Oregon
R72 50816 0003,25600,115050,140650,25600,138380,163980,OREGON,HD-2,Oregon
R72 01510 0041,24390,121450,145840,37790,117050,154840,OREGON,HD-2,Oregon
R72 01402 0035,33600,90830,124430,51260,175990,227250,OREGON,HD-2,Oregon
R72 00606 0055,18580,54820,73400,19350,53460,72810,OREGON,HD-2,Oregon
R72 01509 0013,19040,153500,172540,31720,198230,229950,OREGON,HD-2,Oregon
R72 01502 0069,24840,150880,175720,38300,193380,231680,OREGON,HD-2,Oregon
R72 01502 0058,24120,163150,187270,37470,189560,227030,OREGON,HD-2,Oregon
R72 01502 0085,27830,140480,168310,42750,198620,241370,OREGON,HD-2,Oregon
R72 01508 0021,47590,126660,174250,49570,119740,169310,OREGON,HD-2,Oregon
R72 01402 0045,6300,0,6300,6560,0,6560,OREGON,HD-2,Oregon
R72 01402 0019,39100,154550,193650,40730,150040,190770,OREGON,HD-2,Oregon
R72 01402 0024,11170,2440,13610,11640,3160,14800,OREGON,HD-2,Oregon
R72 01402 0025,22340,2440,24780,23280,3160,26440,OREGON,HD-2,Oregon
R72 01402 0026,12070,0,12070,12570,0,12570,OREGON,HD-2,Oregon
R72 01402 0023,11170,2440,13610,11640,3160,14800,OREGON,HD-2,Oregon
R72 01402 0022,11170,2440,13610,11640,3160,14800,OREGON,HD-2,Oregon
R72 01401 0046,25750,137030,162780,26020,244040,270060,OREGON,HD-2,Oregon
R72 01509 0056,18700,107820,126520,31350,151200,182550,OREGON,HD-2,Oregon
R72 01502 0063,21600,143920,165520,34540,178910,213450,OREGON,HD-2,Oregon
R72 01501 0032,17920,7370,25290,30800,240330,271130,OREGON,HD-2,Oregon
R72 01509 0046,31680,114690,146370,48800,140970,189770,OREGON,HD-2,Oregon
R72 01509 0036,28790,138680,167470,47780,172770,220550,OREGON,HD-2,Oregon
R72 01502 0061,29480,202210,231690,43990,314170,358160,OREGON,HD-2,Oregon
R72 01502 0059,25200,118590,143790,38720,198440,237160,OREGON,HD-2,Oregon
R72 01502 0054,21560,120940,142500,34880,209050,243930,OREGON,HD-2,Oregon
R72 01502 0004,27650,144620,172270,42330,111350,153680,OREGON,HD-2,Oregon
R72 51414 0002,16000,88260,104260,16000,83620,99620,OREGON,HD-2,Oregon
R72 51414 0005,0,0,0,0,0,0,OREGON,HD-2,Oregon
R72 51414 0003,0,5360,5360,0,5110,5110,OREGON,HD-2,Oregon
R72 51414 0001,16000,91140,107140,16000,74550,90550,OREGON,HD-2,Oregon
R72 51414 0004,0,5360,5360,0,5110,5110,OREGON,HD-2,Oregon
R72 01509 0034,10860,1530,12390,17420,2040,19460,OREGON,HD-2,Oregon
R72 01509 0024,35640,208230,243870,54990,275010,330000,OREGON,HD-2,Oregon
R72 01511 0050,25200,139890,165090,39420,113970,153390,OREGON,HD-2,Oregon
R72 01510 0019,9780,66070,75850,16080,61840,77920,OREGON,HD-2,Oregon
R72 51461 0015,!,!,!,82540,0,82540,OREGON,HD-2,Oregon
R72 01502 0087,27440,438940,466380,42240,630700,672940,OREGON,HD-2,Oregon
R72 01409 0043,15120,97760,112880,15750,68410,84160,OREGON,HD-2,Oregon
R72 01404 0058,280,0,280,100,0,100,OREGON,HD-2,Oregon
R72 01404 0056,36800,137330,174130,103240,252920,356160,OREGON,HD-2,Oregon
R72 01508 0039,17810,113260,131070,30500,120440,150940,OREGON,HD-2,Oregon
R72 01506 0018,19800,132480,152280,32560,106760,139320,OREGON,HD-2,Oregon
R72 01508 0002,42820,24040,66860,44610,25330,69940,OREGON,HD-2,Oregon
R72 01510 0036,24750,194710,219460,38390,246380,284770,OREGON,HD-2,Oregon
R72 01502 0072,25200,241930,267130,38720,226250,264970,OREGON,HD-2,Oregon
R72 50816 0001,25600,107650,133250,25600,129280,154880,OREGON,HD-2,Oregon
R72 51461 0003,!,!,!,39130,0,39130,OREGON,HD-2,Oregon
R72 51461 0005,!,!,!,42770,0,42770,OREGON,HD-2,Oregon
R72 01510 0038,24390,125950,150340,37790,201680,239470,OREGON,HD-2,Oregon
R72 01502 0093,16940,136440,153380,29570,183450,213020,OREGON,HD-2,Oregon
R72 01509 0045,23760,70020,93780,37310,84780,122090,OREGON,HD-2,Oregon
R72 01402 0036,16800,0,16800,23070,0,23070,OREGON,HD-2,Oregon
R72 01508 0025,18400,97330,115730,30710,92310,123020,OREGON,HD-2,Oregon
R72 01501 0038,!,!,!,13130,100220,113350,OREGON,HD-2,Oregon
R72 51212 0001,53900,235610,289510,83550,275510,359060,OREGON,HD-2,Oregon
R72 01509 0051,30240,98200,128440,31500,185100,216600,OREGON,HD-2,Oregon
R72 01509 0035,21710,0,21710,34890,164320,199210,OREGON,HD-2,Oregon
R72 01404 0009,25490,103430,128920,39990,184840,224830,OREGON,HD-2,Oregon
R72 51212 0005,3720,7100,10820,5770,7100,12870,OREGON,HD-2,Oregon
R72 51212 0004,58500,250690,309190,90680,292910,383590,OREGON,HD-2,Oregon
R72 01511 0049,25200,132650,157850,39420,142340,181760,OREGON,HD-2,Oregon
R72 01510 0068,20920,194580,215500,33760,262960,296720,OREGON,HD-2,Oregon
R72 01510 0017,5620,0,5620,9560,0,9560,OREGON,HD-2,Oregon
R72 01503 0022,22040,142960,165000,35180,182870,218050,OREGON,HD-2,Oregon
R72 50219 0002,36000,95070,131070,36000,200860,236860,OREGON,HD-2,Oregon
R72 50219 0003,36000,83170,119170,22500,0,22500,OREGON,HD-2,Oregon
R72 02601 0050,18390,55660,74050,15230,46490,61720,SOUTH PARK,HD-1,South Park
R72 02705 0087,22950,57380,80330,22850,99040,121890,SOUTH PARK,HD-2,South Park
